V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17_orig,label_simple,V17
002406bs,44.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO,D,2.0, D_m,Minor,Minor
002406bs,45.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,5.0, F_M,Major,Major
002406bs,46.0,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO,A,2.0, F_M,Major,Major
002406bs,47.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,3.0, BbM,Major,Major
002406bs,48.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,Bb,4.0, C_M7,Seventh,Seventh
002406bs,49.0,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,A,2.0, C_M7,Seventh,Seventh
002406bs,50.0,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO,G,3.0, F_M,Major,Major
002406bs,51.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2.0, F_M,Major,Major
002406bs,52.0,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,F,1.0, F_M,Major,Major
002406bs,53.0,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,C,5.0, C_M4,Suspended,Suspended
002406bs,54.0,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,C,2.0, C_M4,Suspended,Suspended
002406bs,55.0,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO,C,1.0, C_M4,Suspended,Suspended
002406bs,56.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,3.0, C_M7,Seventh,Seventh
002406bs,57.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2.0, C_M7,Seventh,Seventh
002406bs,58.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4.0, F_M,Major,Major
002406bs,59.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3.0, G_M,Major,Major
002406bs,60.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,2.0, G_M,Major,Major
002406bs,61.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_M,Major,Major
002406bs,62.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO,Bb,3.0, F_M,Major,Major
002406bs,63.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,2.0, F_M,Major,Major
002406bs,64.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO,G,4.0, G_m7,Seventh,Seventh
002406bs,65.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,G,2.0, G_m7,Seventh,Seventh
002406bs,66.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,1.0, G_m7,Seventh,Seventh
002406bs,67.0,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO,C,3.0, C_M7,Seventh,Seventh
002406bs,68.0,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO,C,1.0, C_M7,Seventh,Seventh
002406bs,69.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,5.0, F_M,Major,Major
002406bs,70.0,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, C_d6,Diminished,Diminished
002406bs,71.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,F,4.0, G_M7,Seventh,Seventh
002406bs,72.0,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,Eb,3.0, C_m,Minor,Minor
002406bs,73.0,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,F,2.0, C_m,Minor,Minor
002406bs,74.0,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,G,1.0, C_m,Minor,Minor
002406bs,75.0,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,Ab,5.0, F_m6,Sixth,Sixth
002406bs,76.0, NO, NO,YES, NO, NO,YES, NO,YES,YES, NO, NO, NO,G,2.0, F_m6,Sixth,Sixth
002406bs,77.0, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,F,1.0, F_m6,Sixth,Sixth
002406bs,78.0,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,G,3.0, G_M,Major,Major
002406bs,79.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,G,2.0, G_M,Major,Major
002406bs,80.0,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO,C,4.0, C_M,Major,Major
002406bs,81.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
002406bs,82.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,Bb,2.0, C_M,Major,Major
002406bs,83.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,5.0, F_M,Major,Major
002406bs,84.0,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,G,2.0, F_M,Major,Major
002406bs,85.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3.0, F_M7,Seventh,Seventh
002406bs,86.0,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,Eb,2.0, F_M7,Seventh,Seventh
002406bs,87.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,D,4.0, BbM,Major,Major
002406bs,88.0,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,C,2.0, BbM,Major,Major
002406bs,89.0,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,3.0, F_M4,Suspended,Suspended
002406bs,90.0,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,2.0, F_M4,Suspended,Suspended
002406bs,91.0,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,A,1.0, F_M4,Suspended,Suspended
002406bs,92.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,5.0, BbM,Major,Major
002406bs,93.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,3.0, C_M7,Seventh,Seventh
002406bs,94.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4.0, F_M7,Seventh,Seventh
002406bs,95.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2.0, F_M7,Seventh,Seventh
002406bs,96.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3.0, D_m,Minor,Minor
002406bs,97.0,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,C,2.0, D_m,Minor,Minor
002406bs,98.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO,Bb,5.0, G_M7,Seventh,Seventh
002406bs,99.0, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO,YES,B,2.0, G_M7,Seventh,Seventh
002406bs,100.0,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C,3.0, C_M7,Seventh,Seventh
002406bs,101.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,2.0, C_M7,Seventh,Seventh
002406bs,102.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4.0, F_M,Major,Major
002506b_,1.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_M,Major,Major
002506b_,2.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
002506b_,3.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4.0, C_M,Major,Major
002506b_,4.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3.0, G_M,Major,Major
002506b_,5.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
002506b_,6.0,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,2.0, A_m,Minor,Minor
002506b_,7.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
002506b_,8.0, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,D,4.0, D_M,Major,Major
002506b_,9.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2.0, D_M,Major,Major
002506b_,10.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
002506b_,11.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5.0, C_M,Major,Major
002506b_,12.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3.0, G_M,Major,Major
002506b_,13.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,D,2.0, G_M,Major,Major
002506b_,14.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4.0, C_M,Major,Major
002506b_,15.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2.0, C_M,Major,Major
002506b_,16.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3.0, G_M,Major,Major
002506b_,17.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,B,2.0, G_M,Major,Major
002506b_,18.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,B,1.0, G_M,Major,Major
002506b_,19.0,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_M,Major,Major
002506b_,20.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2.0, C_M,Major,Major
002506b_,21.0,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,G,3.0, G_M,Major,Major
002506b_,22.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,2.0, G_M,Major,Major
002506b_,23.0,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,1.0, G_M,Major,Major
002506b_,24.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4.0, C_M,Major,Major
002506b_,25.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_M,Major,Major
002506b_,26.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
002506b_,27.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4.0, C_M,Major,Major
002506b_,28.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3.0, G_M,Major,Major
002506b_,29.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
002506b_,30.0,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,2.0, A_m,Minor,Minor
002506b_,31.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
002506b_,32.0, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,D,4.0, D_M,Major,Major
002506b_,33.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2.0, D_M,Major,Major
002506b_,34.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
002506b_,35.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5.0, C_M,Major,Major
002506b_,36.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3.0, D_m,Minor,Minor
002506b_,37.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,D,2.0, D_m,Minor,Minor
002506b_,38.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4.0, C_M,Major,Major
002506b_,39.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2.0, C_M,Major,Major
002506b_,40.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3.0, G_M,Major,Major
002506b_,41.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,B,2.0, G_M,Major,Major
002506b_,42.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,B,1.0, G_M,Major,Major
002506b_,43.0,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_M,Major,Major
002506b_,44.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2.0, C_M,Major,Major
002506b_,45.0,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,G,3.0, G_M,Major,Major
002506b_,46.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,2.0, G_M,Major,Major
002506b_,47.0,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,1.0, G_M,Major,Major
002506b_,48.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4.0, C_M,Major,Major
002506b_,49.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_M,Major,Major
002506b_,50.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,3.0, F_M,Major,Major
002506b_,51.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO,A,2.0, F_M,Major,Major
002506b_,52.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,1.0, F_M,Major,Major
002506b_,53.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,E,4.0, C_M7,Seventh,Seventh
002506b_,54.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3.0, F_M,Major,Major
002506b_,55.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2.0, F_M,Major,Major
002506b_,56.0, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C#,5.0, A_M7,Seventh,Seventh
002506b_,57.0, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C#,2.0, A_M7,Seventh,Seventh
002506b_,58.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3.0, D_m,Minor,Minor
002506b_,59.0, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,D,2.0, D_m,Minor,Minor
002506b_,60.0, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,D,1.0, D_m,Minor,Minor
002506b_,61.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4.0, A_M,Major,Major
002506b_,62.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5.0, C_M,Major,Major
002506b_,63.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,2.0, C_M,Major,Major
002506b_,64.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
002506b_,65.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4.0, F_M,Major,Major
002506b_,66.0,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,F,2.0, F_M,Major,Major
002506b_,67.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
002506b_,68.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,5.0, F_M,Major,Major
002506b_,69.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,YES,B,2.0, F_M,Major,Major
002506b_,70.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
002506b_,71.0,YES, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO, NO,C,2.0, C_M,Major,Major
002506b_,72.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
002506b_,73.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_M,Major,Major
002506b_,74.0,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2.0, C_M,Major,Major
002506b_,75.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
002506b_,76.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,C,2.0, C_M,Major,Major
002506b_,77.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,4.0, D_m,Minor,Minor
002506b_,78.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,D,2.0, D_m,Minor,Minor
002506b_,79.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3.0, C_M,Major,Major
002506b_,80.0,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,2.0, C_M,Major,Major
002506b_,81.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,5.0, F_M,Major,Major
002506b_,82.0,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,F,2.0, F_M,Major,Major
002506b_,83.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, D_M,Major,Major
002506b_,84.0,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,2.0, D_M,Major,Major
002506b_,85.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
002506b_,86.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3.0, E_M,Major,Major
002506b_,87.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
002506b_,88.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,G,4.0, C_M7,Seventh,Seventh
002506b_,89.0, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES,YES, NO,G,2.0, C_M7,Seventh,Seventh
002506b_,90.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,C,3.0, C_M7,Seventh,Seventh
002506b_,91.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,5.0, D_m,Minor,Minor
002506b_,92.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,D,2.0, D_m,Minor,Minor
002506b_,93.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3.0, C_M,Major,Major
002506b_,94.0,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,F,2.0, C_M,Major,Major
002506b_,95.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
002506b_,96.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,F,2.0, G_M,Major,Major
002506b_,97.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3.0, C_M,Major,Major
002506b_,98.0,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO, NO,C,2.0, C_M,Major,Major
002506b_,99.0,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,G,5.0, G_M4,Suspended,Suspended
002506b_,100.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
002506b_,101.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4.0, C_M,Major,Major
002806b_,1.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
002806b_,2.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
002806b_,3.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3.0, E_M,Major,Major
002806b_,4.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4.0, A_m,Minor,Minor
002806b_,5.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, D_M,Major,Major
002806b_,6.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5.0, G_M,Major,Major
002806b_,7.0, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES,G,2.0, G_M,Major,Major
002806b_,8.0, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
002806b_,9.0,YES, NO, NO, NO, NO, NO,YES,YES, NO,YES, NO, NO,G,2.0, G_M,Major,Major
002806b_,10.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
002806b_,11.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3.0, E_M,Major,Major
002806b_,12.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
002806b_,13.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2.0, A_m,Minor,Minor
002806b_,14.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3.0, A_m,Minor,Minor
002806b_,15.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2.0, A_m,Minor,Minor
002806b_,16.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,D,4.0, D_m6,Sixth,Sixth
002806b_,17.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3.0, E_M,Major,Major
002806b_,18.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2.0, E_M,Major,Major
002806b_,19.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
002806b_,20.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
002806b_,21.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
002806b_,22.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3.0, E_M,Major,Major
002806b_,23.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4.0, A_m,Minor,Minor
002806b_,24.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, D_M,Major,Major
002806b_,25.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5.0, G_M,Major,Major
002806b_,26.0, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES,G,2.0, G_M,Major,Major
002806b_,27.0, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
002806b_,28.0,YES, NO, NO, NO, NO, NO,YES,YES, NO,YES, NO, NO,G,2.0, G_M,Major,Major
002806b_,29.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
002806b_,30.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3.0, E_M,Major,Major
002806b_,31.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
002806b_,32.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2.0, A_m,Minor,Minor
002806b_,33.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3.0, A_m,Minor,Minor
002806b_,34.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2.0, A_m,Minor,Minor
002806b_,35.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,D,4.0, D_m6,Sixth,Sixth
002806b_,36.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3.0, E_M7,Seventh,Seventh
002806b_,37.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2.0, E_M7,Seventh,Seventh
002806b_,38.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
002806b_,39.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
002806b_,40.0, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,B,5.0, D_m6,Sixth,Sixth
002806b_,41.0, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,2.0, D_m6,Sixth,Sixth
002806b_,42.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C,3.0, A_m,Minor,Minor
002806b_,43.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,D,4.0, D_m6,Sixth,Sixth
002806b_,44.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2.0, E_M,Major,Major
002806b_,45.0, NO, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,F,3.0, D_m,Minor,Minor
002806b_,46.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2.0, D_m,Minor,Minor
002806b_,47.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,5.0, E_M,Major,Major
002806b_,48.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3.0, E_M,Major,Major
002806b_,49.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_m,Minor,Minor
002806b_,50.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3.0, G_M,Major,Major
002806b_,51.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4.0, C_M,Major,Major
002806b_,52.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,B,2.0, C_M,Major,Major
002806b_,53.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
002806b_,54.0,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,G,2.0, A_m,Minor,Minor
002806b_,55.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,5.0, D_M,Major,Major
002806b_,56.0, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2.0, D_M,Major,Major
002806b_,57.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,D,3.0, D_M,Major,Major
002806b_,58.0,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,D,2.0, D_M,Major,Major
002806b_,59.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
002806b_,60.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,F,3.0, G_M7,Seventh,Seventh
002806b_,61.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5.0, C_M,Major,Major
002806b_,62.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3.0, D_m,Minor,Minor
